"","logFC","PValue","FDR"
"MCM5",-0.578092122482865,0.00126028328597278,0.0257468181637342
"TPMT",-0.29286609331778,0.00129310693139106,0.0260807390250175
"MANBAL",-0.236159928980561,0.00130915658135732,0.0263166746118595
"PDZD11",-0.267476446827323,0.00133241858299092,0.026546623256239
"RHOA",-0.203312622491528,0.00133420564578888,0.026546623256239
"TXN2",-0.261522511077745,0.00133639348267753,0.026546623256239
"CCNF",-0.426387225254148,0.00134044990705737,0.026546623256239
"SLFN13",-0.443982641832457,0.00135874167618843,0.0266689128250712
"CALM2",-0.204818010530018,0.00135875926938935,0.0266689128250712
"TCTN3",-0.307205674156226,0.00136973956392433,0.0267417890420919
"CLN6",-0.252123189949169,0.00137289801636174,0.0267486078726418
"PTPRF",-0.203995592119499,0.00138115825717132,0.0268049564462078
"UCP2",-0.326888369504421,0.00139188234317763,0.0268049564462078
"CERCAM",-0.274797998994032,0.00139228687829941,0.0268049564462078
"PSMB2",-0.243312280601232,0.00139931098020292,0.0268049564462078
"SLC35A4",-0.224958109636442,0.00141323074881936,0.0268934916614247
"NDUFV1",-0.241646567387841,0.00141863693031686,0.0268961981278441
"ATP5F1A",-0.227070326527094,0.00142072953194814,0.0269109084095979
"ANK2",-0.618897612634109,0.00146983844970324,0.0272946630843917
"TUBA1A",-0.237837415387856,0.00147037009765707,0.0272946630843917
"AKR1A1",-0.212212813393989,0.00147400904501699,0.0273308054840934
"PHF19",-0.331995290787965,0.00147499160627043,0.0273308054840934
"MRPS10",-0.22884548259581,0.00147986728242119,0.0273963111577214
"FDFT1",-0.309274649619189,0.00149261196086121,0.0274337207670697
"CAPZB",-0.237408102898637,0.00149684102183544,0.0274337207670697
"SLC39A11",-0.275934520709419,0.00152983587847229,0.0277926983859704
"NAA38",-0.343041429842741,0.00155830611119082,0.028134858922719
"SLIT3",-0.420838639426948,0.00156172917300127,0.0281717747906443
"TMED2",-0.217515642588512,0.00156905891443145,0.0282180084533854
"ACO2",-0.252931090617173,0.00159020813846783,0.0283600994188529
"MRTO4",-0.21862131671768,0.00159409644389313,0.0283864667537962
"PPP1R7",-0.257665008892123,0.00159446442085126,0.0283864667537962
"MAPKAPK3",-0.258962656305874,0.00160411571394024,0.028518142945122
"IRAK1",-0.205857847797084,0.00161002531311509,0.0285504092550139
"FOXM1",-0.30863257036552,0.0016172226852466,0.0285655679231036
"EIF3I",-0.216869706738527,0.00162783092111347,0.0285655679231036
"ACTN1",-0.189767291179107,0.00162968256181323,0.0285655679231036
"CKAP2L",-0.54459504210299,0.0016367906417751,0.0286055471947346
"H2AZ1",-0.317126922880194,0.00165010085415189,0.0286288295901157
"EBP",-0.274754916430156,0.00168503998342524,0.028940207715332
"GPC1",-0.253362954877348,0.0016937638559433,0.0290168865781804
"RNH1",-0.192799077253378,0.00170231148068147,0.0290409381055373
"NCEH1",-0.236977873604573,0.00171199171897505,0.0291095563663994
"PIGT",-0.227555991753368,0.00172689530177625,0.0291458347112739
"CDK5",-0.356548990499098,0.00172695987060146,0.0291458347112739
"CDK2",-0.366024444420667,0.00173048071782321,0.0291811591673851
"PMPCA",-0.247013870531163,0.00175000767414201,0.0293892003649255
"FANCG",-0.331411634052988,0.00176308054978405,0.0295359346528577
"PSMA6",-0.257745574949175,0.00176820223128157,0.0295732546668844
"PCNP",-0.213118524510323,0.00177266921266277,0.0296046283863985
"PIGO",-0.231428871487837,0.00177632925055924,0.029612248958344
"HMMR",-0.486382926616644,0.00178267180197949,0.0296492787186324
"SHC1",-0.207231490207791,0.00179519410972893,0.0296846093969578
"NDUFS2",-0.248944184889639,0.00179868436094589,0.0296942738037255
"WDR54",-0.292439539935719,0.00180407265295923,0.0297310170244327
"RRP9",-0.261962751351958,0.00180451719236983,0.0297310170244327
"NT5DC2",-0.294697301037722,0.00181820410685029,0.0297760060383062
"COPS7A",-0.237300672596699,0.00182020313542859,0.0297848772473095
"TROAP",-0.368990368568264,0.00184738490633701,0.0300611884679266
"STYXL1",-0.300369641337853,0.00185743070705539,0.0300809578373994
"CTPS1",-0.228538695108811,0.00187208471781968,0.0301716650002011
"GTSE1",-0.417183780214421,0.00187317115100193,0.0301716650002011
"ALDH1B1",-0.334682525473495,0.00187354821143332,0.0301716650002011
"COX6A1",-0.214791835851391,0.00188034823964345,0.0301791562829131
"ARRB2",-0.22854323223794,0.00188590862192916,0.0302307454235201
"TIMP1",-0.209868420675363,0.00190057676667899,0.0304419968318066
"AP2B1",-0.189904891063362,0.00195583123049903,0.0309075601603379
"FARSA",-0.234862383396708,0.0019568638246148,0.0309075601603379
"CPS1",-0.537362201173996,0.00196014338264439,0.0309172198370173
"RTL10",-0.316302648183551,0.00197169835194936,0.0309959626422377
"GALE",-0.201702916588469,0.00201913018962431,0.0314091793096555
"IFI27L2",-0.349971032602176,0.00201935911600388,0.0314091793096555
"UPK1B",-0.460210828864196,0.00204173135222785,0.0315888761368909
"LIG1",-0.397252484033169,0.0020553743325754,0.0316450892250284
"SLC25A11",-0.286983182961708,0.00205939369298097,0.0316450892250284
"HSD17B10",-0.22262324111902,0.00206084811422413,0.0316450892250284
"MAGT1",-0.218915042220197,0.00208813980610878,0.0319680909043081
"MYLK",-0.35974257704673,0.00209461056434793,0.0320191852760979
"ACTR2",-0.217028325097188,0.00211290516121975,0.0322265340932904
"NCAPD3",-0.261570620993404,0.00211660591385794,0.0322589050465538
"MAD2L2",-0.284259379176103,0.0021304804295207,0.0324220096936292
"PCYT2",-0.328129848223607,0.00214609648275021,0.0325593153609732
"GLE1",-0.241897996809859,0.00215908873917548,0.0326101236377543
"CCND3",-0.291881573733616,0.002164539912684,0.0326101236377543
"TTLL12",-0.281214987715327,0.00219116035832633,0.0328080112845959
"HMGB1",-0.250799771309693,0.00219374505421571,0.0328226657526066
"FIBP",-0.24678162085314,0.0021993910771622,0.0328560732546247
"ATP6V0E2",-0.272571797894876,0.00220483509769517,0.0328682857233361
"GABRA5",-0.302614208184009,0.00221077905196809,0.0329088873008914
"STX8",-0.278679557456118,0.00221725178559965,0.0329483479416646
"PREPL",-0.216680620830754,0.00222355336285313,0.0329483479416646
"DDB1",-0.182091871704411,0.00222694127409262,0.0329536152568072
"TRAPPC1",-0.209423527649056,0.00223505344973801,0.0329819656359173
"CRYZ",-0.330225734016543,0.00225163211776887,0.0331070915273094
"DHRS4L2",-0.408518932413803,0.00226847550099332,0.0332189816470417
"HERC3",-0.279103106226754,0.00227098822189946,0.0332189816470417
"PCCB",-0.270895245740109,0.00227787749975219,0.0332542096227028
"UQCRQ",-0.282174531317323,0.00227907095422687,0.0332542096227028
"PRTFDC1",-0.385577581571887,0.00228668177257583,0.0332748185113765
"ABHD10",-0.314715795936538,0.00228746061299951,0.0332748185113765
"VPS45",-0.297672630658777,0.00231204315307921,0.0334972401874005
"PLAU",-0.26555410359589,0.00231690357174261,0.0335122966732311
"KRT87P",-0.362133332618348,0.00232512151534769,0.0335858115567587
"MFN2",-0.197022654896879,0.00232745247730826,0.0335858115567587
"S100A3",-0.29002914550922,0.00233717477388032,0.0336078913478951
"ETFB",-0.304248020284862,0.0023461181768126,0.0336078913478951
"CENPM",-0.491663253593556,0.00235431347495928,0.0336194396668863
"NAXE",-0.251813688083554,0.00236086141172038,0.033633117722278
"TMPO",-0.300838280943392,0.0023696843486288,0.0336564341329225
"GMNN",-0.328970800961345,0.00237962210448837,0.0337726751200353
"NIBAN1",-0.339967352243308,0.00238117354183241,0.0337726751200353
"AGR2",-0.221945520020209,0.00240507041267764,0.0339936577415668
"F5",-1.16962038492297,0.0024100700363247,0.0340172730679587
"BUB1",-0.294979396977632,0.00242872827668762,0.0341861904400424
"ORC1",-0.372226148228149,0.00243130339260406,0.0341988841968629
"SNAI3-AS1",-0.428258030057169,0.00243384669433282,0.0342111133003949
"RHNO1",-0.287656000542663,0.00244971125482315,0.0343169140215567
"PDXK",-0.246118095100139,0.00245357205427268,0.0343169140215567
"RFT1",-0.277325409549406,0.00245419154437005,0.0343169140215567
"SNRPB",-0.189187039006279,0.00247816860477871,0.0344594462008055
"ALG14",-0.400034847625709,0.00247939491169404,0.0344594462008055
"FAM86DP",-0.295172209107259,0.0025013869518597,0.0345895443316026
"ACTL6A",-0.216417310634672,0.00251072240983656,0.0346291423203418
"DBF4B",-0.25903745030881,0.00251250840457232,0.0346291423203418
"CAPN1",-0.186394059478229,0.00251272228501159,0.0346291423203418
"PDE1C",-0.332451840103493,0.00251645611697777,0.0346338923358866
"KRT81",-0.230569549018194,0.00252008620785285,0.0346372037095471
"ADAM9",-0.242194589946098,0.00257628671360357,0.0349861447525779
"TONSL",-0.395747436110143,0.00259177985566737,0.0351032449901456
"TRMT112",-0.211790631994656,0.0026010389035665,0.0352053199411206
"SMIM6",-0.516450485864904,0.00260447812395515,0.0352285399718037
"NUP188",-0.221296905605231,0.00260959839525887,0.0352744523824741
"NUCKS1",-0.312371743492772,0.00263330200865969,0.0354795361390377
"MAGOHB",-0.237191503167018,0.00264028195709974,0.0355446203455887
"RRM1",-0.334861070728285,0.00264590605781159,0.0355536015841902
"ACAT2",-0.449969551556426,0.00264948319426705,0.0355782769542903
"ACOT13",-0.281760580839538,0.00266506260264604,0.0357343160581538
"EMC3",-0.229903678045137,0.00267903836163827,0.035865296754093
"ITGA6",-0.207828450797785,0.00268596977171379,0.0358722215807778
"USB1",-0.26680508910803,0.00268745398126818,0.0358722215807778
"NCAPG",-0.327971573049182,0.00269547926368733,0.0359127804375761
"SNRPC",-0.201576693943885,0.00271482836460379,0.0360546828013573
"GINS1",-0.426674479271032,0.0027405020170035,0.036226788487339
"CYB5R3",-0.220833151232727,0.00274350449508035,0.036226788487339
"ERLIN1",-0.213795140501119,0.00276580008836466,0.0363988552517688
"ALDH3B1",-0.284981057755257,0.00281230661783572,0.0368921198044457
"CFL1",-0.173080995733689,0.00281539951588044,0.0369090027617475
"GET3",-0.220273553731662,0.00285385681321649,0.0370643604991673
"LAMTOR2",-0.233660142923698,0.00287358211091312,0.0371945985958469
"DNAJC22",-0.269879559572745,0.00287858154110158,0.0372121755452461
"ARAF",-0.221383598414586,0.00288989874552826,0.0373112764125752
"POLR2E",-0.227511426717045,0.00291290215918396,0.0374884539620748
"TAGLN2",-0.227384027303233,0.00293081680065066,0.0376452405795561
"SPAG7",-0.204109179975724,0.00293111393500191,0.0376452405795561
"DDB2",-0.255454060482143,0.00296843007150747,0.0378234250632604
"COL5A2",-0.279497539388453,0.00299875668213199,0.0381147941973965
"SRPRB",-0.182070675516332,0.00300503490871658,0.0381708536136416
"DYNLL1",-0.191261186192724,0.00301682363390099,0.0382255681523053
"SUPT16H",-0.179840666890266,0.00302248391064064,0.0382470928717719
"TBL3",-0.236587391465699,0.00304235407568901,0.0383588109802172
"NDUFAF1",-0.273812105268201,0.00307973084472958,0.0387106635944546
"DPM3",-0.332116384151769,0.00308280611371006,0.0387255017529233
"NCAPH",-0.419290092886782,0.00310025732035734,0.0388254038685438
"ERGIC1",-0.239024329486715,0.00310714148716871,0.038863988809519
"ALAS1",-0.191058123862322,0.00313429292148443,0.0390732048892942
"RFC2",-0.393339835800196,0.00314872142345961,0.0390732048892942
"COX4I1",-0.179334844945779,0.00315258437162234,0.0390831022051617
"MCAM",-0.31977673433739,0.003155275486903,0.0390831022051617
"PRR11",-0.357568633134365,0.00315681452302962,0.0390831022051617
"CD82",-0.353993151479877,0.00320019793327689,0.0393105062234051
"AAMP",-0.205851594254018,0.00320715855780685,0.0393105062234051
"DLD",-0.222992443035637,0.00321323243168017,0.0393105062234051
"ERH",-0.230384792996366,0.00321400606220325,0.0393105062234051
"CAPN2",-0.183809607228196,0.00324423733107418,0.0394911986733139
"ATP5F1E",-0.224115819915696,0.00324944010760898,0.0395309862614954
"SDC1",-0.247366259292521,0.00326685402461582,0.0396207494329958
"QSOX1",-0.222231157379819,0.00326845011958269,0.0396207494329958
"POLR2C",-0.179206305771993,0.00328992554564705,0.0398102417418202
"LINC02802",-0.552012811829213,0.00330604750713423,0.0399108085946895
"NQO2",-0.19898455559894,0.00331713065570873,0.0399312943659484
"CYB561A3",-0.237978602517892,0.00334739824200521,0.0401020663951363
"LPCAT4",-0.235429598278207,0.0033563479687305,0.0401251183570691
"MRPS11",-0.215589946125431,0.00335868901059466,0.0401251183570691
"FDXR",-0.209150041000303,0.00336985596658397,0.0401592514548357
"ADISSP",-0.250381942637062,0.00338941621013187,0.0403008407587882
"TXN",-0.255224951257673,0.00340960808334379,0.0404463010952996
"RPA2",-0.247697538977909,0.00341327265503574,0.0404463010952996
"EPB41L2",-0.196935959002549,0.00345920702183842,0.0406493009688358
"TP53I3",-0.215497802197252,0.00348744781432406,0.0408120982259913
"FKBP8",-0.190445466889159,0.00349697388042418,0.0408402715775482
"RFC3",-0.342789238331962,0.00353028128683452,0.0410887750229635
"PDIA6",-0.215354854510283,0.00354360318355929,0.0411734859952159
"DYNC2I2",-0.308748122236257,0.00356331134050309,0.0413005442513487
"DAD1",-0.172449028600119,0.00357157603737279,0.0413005442513487
"PRR13",-0.199558933391979,0.0035723734460592,0.0413005442513487
"ACO1",-0.22592768977291,0.00357793849821904,0.0413005442513487
"GGCT",-0.293771691672805,0.0035860418428602,0.0413005442513487
"E2F2",-0.662913233358724,0.00358747797001564,0.0413005442513487
"RPS3",-0.161572840310851,0.00359144606751201,0.0413005442513487
"ATRAID",-0.21396061276345,0.00359448566300383,0.0413005442513487
"ADI1",-0.177641528637174,0.00359499076849889,0.0413005442513487
"DEPDC1",-0.417825255288179,0.00359626813274277,0.0413005442513487
"BLM",-0.4104118092436,0.0036187122044486,0.0413915384129015
"FOXRED1",-0.231599122184188,0.00362132424573837,0.0413940855337812
"COX16",-0.245407898300918,0.00363458260005041,0.0414516079490717
"DDOST",-0.209973632370479,0.00363649736044063,0.0414516079490717
"RBM3",-0.180622354799406,0.00364342676277554,0.0414612228160392
"OLFML2A",-0.442783406653265,0.00364690810565891,0.0414777450547896
"PSMD10",-0.217699387286328,0.00365292954776167,0.0414935719524551
"RRM2",-0.703740204990032,0.00365431027584996,0.0414935719524551
"EFTUD2",-0.181556426614168,0.00365685843614874,0.0414985412093325
"TUBA1C",-0.194349293961576,0.00368761680720839,0.0417002578713471
"INTS13",-0.239016943607346,0.0037098578159538,0.0418675174171528
"PRPF19",-0.172895504650921,0.00372307192364678,0.0419471576491141
"TOMM40",-0.219052116169131,0.00374482704519783,0.0420960329715979
"CDC20P1",-0.564612442088051,0.00375142492854586,0.042127265214077
"NDC80",-0.403391737024347,0.00376554593216724,0.0421720224705351
"AMD1",-0.190866215429298,0.00376572761565352,0.0421720224705351
"MSMO1",-0.300381687486364,0.0037890525832356,0.0422711008166863
"TM4SF4",-0.402172504748614,0.00379296943152484,0.0422917126249343
"NOP10",-0.177713659755687,0.00380586716689761,0.0423661836367393
"BUD23",-0.190433293398122,0.00381033905682322,0.0423928740573506
"POLR2F",-0.2904067216077,0.00381503929869268,0.0424156602906169
"NARS1",-0.185005771574624,0.00383809658296345,0.0426089179590478
"CDC23",-0.202647193909438,0.0038669184432317,0.0428120485762325
"PSMD4",-0.193608000909381,0.00387074363218275,0.0428120485762325
"CDCP1",-0.27784031985865,0.00387105713714051,0.0428120485762325
"NPRL2",-0.292559637596373,0.00390421148441954,0.043079734203936
"PPT1",-0.21268128313175,0.00390449886572278,0.043079734203936
"PMS2P1",-0.301055932331256,0.00390790817174368,0.043079734203936
"TM9SF4",-0.209057879221417,0.00391313491479592,0.0430916973478287
"MT-TN",-0.562210562228121,0.00391878011022273,0.0431297942341045
"PKM",-0.188539436679994,0.00393752198269313,0.0433022684432956
"METTL13",-0.20334689894661,0.00397983127025803,0.0435212952060715
"GALNT13",-0.35543405953759,0.00398254596097306,0.0435268846793409
"POP5",-0.334101849246234,0.00402646099826274,0.0438426879410312
"PSMA5",-0.168154160121965,0.00406208636830766,0.0440115096066865
"SEC24C",-0.174468036933352,0.00406410272657656,0.0440115096066865
"MRPL51",-0.216485198158976,0.00406446769107512,0.0440115096066865
"HSD17B7",-0.258651441874222,0.0040783853573147,0.0440793442267572
"FANCI",-0.355190564118187,0.00410827094111664,0.0442889258443262
"SYNGR2",-0.201189425729413,0.00411420910743142,0.0443025320008869
"CENPK",-0.459060747363626,0.00412004890235045,0.0443187155085466
"FN3KRP",-0.313874606228441,0.00412973187439512,0.0443295483450039
"CHCHD10",-0.367976043669425,0.00414621487330745,0.0444364654329615
"ARHGAP19",-0.335210865789757,0.00415331362304751,0.0444871662371906
"MLEC",-0.227196977644293,0.0041692146464655,0.0445661134646767
"MMS22L",-0.36363450801888,0.00417398384439063,0.0445937698963177
"ABCB8",-0.197664742751213,0.0042093164858162,0.0448306463455506
"MRPL43",-0.252888852142488,0.00428023388513174,0.0453731432283831
"EXOSC5",-0.231245066838774,0.0042863167540812,0.0454140704094928
"PGAP3",-0.332931521197803,0.00431398232345506,0.0455419270282926
"POLR2J",-0.284391767869431,0.00432380266900341,0.0455984927497893
"MRPL42",-0.230938709589383,0.00433626684827404,0.045612260342267
"HYOU1",-0.289162931082949,0.00435946725312805,0.0458091474135892
"DCAKD",-0.267409709393329,0.00436868912453618,0.0458254268543168
"PIGS",-0.241278683105578,0.00437222733955954,0.0458254268543168
"SLC35B2",-0.207141019316509,0.00440146455963787,0.0459575933556073
"PAAF1",-0.268989639862948,0.00441798851077824,0.0460522883989894
"ERCC6L",-0.483463770191076,0.00442948595917329,0.0460751425145554
"SCP2",-0.236134716973144,0.00442986862907826,0.0460751425145554
"SHMT2",-0.228319105978073,0.00447426682896535,0.0464188149494385
"TIMM10",-0.212679073810968,0.00451227626189536,0.0466757004174247
"PPP1R14B",-0.186550907784576,0.00451334039117584,0.0466757004174247
"VPS35L",-0.188225340721555,0.00451830432965855,0.0466757004174247
"ITGB4",-0.229859595558146,0.00452238771523334,0.0466757004174247
"RPL18",-0.188153514812336,0.00453898854788964,0.0467409011858406
"MELK",-0.317171383609132,0.00456555145740373,0.0469133940102652
"RPS9",-0.191565542769636,0.00464166013201766,0.0473877404100421
"HLTF",-0.245682716068699,0.00464185616503103,0.0473877404100421
"SLC2A1",-0.163398253567823,0.0046797496218258,0.0476744733137521
"UQCC2",-0.277332784385042,0.00468386452075669,0.0476744733137521
"HMGB2",-0.282450794165998,0.00471129162562161,0.0478337696196992
"NUP210",-0.330760477617121,0.00472011795791447,0.0478465214233159
"BAAT",-0.584368430414852,0.00477083318838244,0.0481130938228072
"POLD1",-0.318057876754064,0.00480902701519263,0.048314979677301
"CCNA2",-0.492551269123962,0.00481276942728672,0.048314979677301
"MRPS23",-0.210814303740404,0.00481989324046047,0.048359832129863
"SMC1A",-0.243153469946056,0.00486672017650092,0.0487101013552036
"B9D1",-0.256555973741422,0.00488711693233191,0.0488112327964757
"ACAD9",-0.250147309969973,0.00492684441592916,0.0489522830203015
"LEPR",-0.323457030850509,0.00493415399360277,0.0490010881055654
"SND1",-0.184732908768656,0.00493838677134703,0.0490037319601766
"ACP2",-0.234779253052953,0.00494112302296619,0.0490037319601766
"PRKACA",-0.248553176400651,0.0049453300865414,0.0490168071332363
"CEP55",-0.378875788187452,0.00497422949816766,0.0491485596598397
"SLC25A23",-0.308316348269243,0.0049747284436104,0.0491485596598397
"PBK",-0.49891445709848,0.00498868951506171,0.0491485596598397
"EME1",-0.32368358738763,0.00501505670886474,0.0491930109753701
"PRXL2B",-0.308706326534552,0.00503993510746305,0.0493324682597365
"SCAMP3",-0.208813826118683,0.00504924106570763,0.0493662557708182
"PSG5",-0.915447753052799,0.00507547246901307,0.0494244938733889
"MPV17L2",-0.28582213246644,0.00508077412799638,0.0494244938733889
"TTK",-0.35062921657256,0.00510048117548145,0.049509402197479
"NEU1",-0.228693529958711,0.00514936844814593,0.049728583483363
"PDIA4",-0.242468920006768,0.00515027316606719,0.049728583483363
"PRKDC",-0.236781249090858,0.00515095673479668,0.049728583483363
"TCN2",-0.342912752248727,0.00516219788828392,0.0497665096418617
"DNASE2",-0.206492465757617,0.00517172867386204,0.0498254949463336
